ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Year,Month
Mount Road ATM,2012-10-21,141.0,38.0,316900.0,136100.0,Sunday,NH,H,HHW,2012,October
Airport ATM,2012-10-22,119.0,98.0,651100.0,597800.0,Monday,NH,H,HHW,2012,October
Big Street ATM,2012-10-22,55.0,19.0,174100.0,76800.0,Monday,NH,H,HHW,2012,October
Big Street ATM,2012-10-22,205.0,145.0,831510.0,609260.0,Monday,NA,NA,NA,2012,October
Christ College ATM,2012-10-22,94.0,58.0,530700.0,424000.0,Monday,NH,H,HHW,2012,October
Mount Road ATM,2012-10-22,192.0,94.0,646000.0,391400.0,Monday,NH,H,HHW,2012,October
Airport ATM,2012-10-23,73.0,48.0,313400.0,235300.0,Tuesday,H,H,WHH,2012,October
Big Street ATM,2012-10-23,77.0,31.0,278600.0,169100.0,Tuesday,H,H,WHH,2012,October
Christ College ATM,2012-10-23,68.0,35.0,365700.0,256700.0,Tuesday,H,H,WHH,2012,October
KK Nagar ATM,2012-10-23,124.0,99.0,408700.0,344100.0,Tuesday,H,H,WHH,2012,October
Mount Road ATM,2012-10-23,132.0,47.0,394600.0,246900.0,Tuesday,H,H,WHH,2012,October
Airport ATM,2012-10-24,88.0,67.0,451800.0,371400.0,Wednesday,H,H,HHW,2012,October
Big Street ATM,2012-10-24,76.0,30.0,221600.0,128300.0,Wednesday,H,H,HHW,2012,October
Christ College ATM,2012-10-24,67.0,45.0,256000.0,191500.0,Wednesday,H,H,HHW,2012,October
KK Nagar ATM,2012-10-24,206.0,128.0,853800.0,537500.0,Wednesday,H,H,HHW,2012,October
Mount Road ATM,2012-10-24,143.0,48.0,336000.0,150700.0,Wednesday,H,H,HHW,2012,October
Airport ATM,2012-10-25,108.0,75.0,428400.0,351900.0,Thursday,H,H,HHW,2012,October
Big Street ATM,2012-10-25,64.0,24.0,226400.0,86100.0,Thursday,H,H,HHW,2012,October
Big Street ATM,2012-10-25,205.0,145.0,831510.0,609260.0,Thursday,NA,NA,NA,2012,October
Christ College ATM,2012-10-25,101.0,63.0,448300.0,320900.0,Thursday,H,H,HHW,2012,October
Mount Road ATM,2012-10-25,162.0,80.0,439000.0,245400.0,Thursday,H,H,HHW,2012,October
Airport ATM,2012-10-26,101.0,79.0,518200.0,471400.0,Friday,H,H,HHW,2012,October
Big Street ATM,2012-10-26,76.0,26.0,297100.0,163400.0,Friday,H,H,HHW,2012,October
Big Street ATM,2012-10-26,205.0,145.0,831510.0,609260.0,Friday,NA,NA,NA,2012,October
Christ College ATM,2012-10-26,56.0,32.0,227400.0,170300.0,Friday,H,H,HHW,2012,October
Mount Road ATM,2012-10-26,181.0,90.0,540800.0,336800.0,Friday,H,H,HHW,2012,October
Airport ATM,2012-10-27,111.0,87.0,494700.0,413800.0,Saturday,M,H,WHH,2012,October
Big Street ATM,2012-10-27,57.0,21.0,148600.0,75800.0,Saturday,M,H,WHH,2012,October
Christ College ATM,2012-10-27,74.0,33.0,308700.0,188600.0,Saturday,M,H,WHH,2012,October
KK Nagar ATM,2012-10-27,227.0,160.0,1051000.0,782100.0,Saturday,M,H,WHH,2012,October
Mount Road ATM,2012-10-27,156.0,58.0,440300.0,274400.0,Saturday,M,H,WHH,2012,October
Airport ATM,2012-10-28,92.0,58.0,307000.0,252400.0,Sunday,NH,H,HHW,2012,October
Big Street ATM,2012-10-28,63.0,22.0,185600.0,97200.0,Sunday,NH,H,HHW,2012,October
Christ College ATM,2012-10-28,97.0,31.0,317200.0,174900.0,Sunday,NH,H,HHW,2012,October
KK Nagar ATM,2012-10-28,170.0,120.0,722600.0,529800.0,Sunday,NH,H,HHW,2012,October
Mount Road ATM,2012-10-28,163.0,39.0,464300.0,138600.0,Sunday,NH,H,HHW,2012,October
Airport ATM,2012-10-29,118.0,92.0,556300.0,467200.0,Monday,NH,H,HHW,2012,October
Big Street ATM,2012-10-29,53.0,23.0,157300.0,85500.0,Monday,NH,H,HHW,2012,October
Christ College ATM,2012-10-29,104.0,37.0,343200.0,115000.0,Monday,NH,H,HHW,2012,October
KK Nagar ATM,2012-10-29,281.0,215.0,1001800.0,778500.0,Monday,NH,H,HHW,2012,October
Mount Road ATM,2012-10-29,77.0,42.0,185300.0,128600.0,Monday,NH,H,HHW,2012,October
Airport ATM,2012-10-30,30.0,20.0,112000.0,66500.0,Tuesday,NH,H,HHW,2012,October
Big Street ATM,2012-10-30,50.0,23.0,150400.0,108700.0,Tuesday,NH,H,HHW,2012,October
Christ College ATM,2012-10-30,99.0,52.0,368400.0,237800.0,Tuesday,NH,H,HHW,2012,October
KK Nagar ATM,2012-10-30,151.0,123.0,639000.0,520200.0,Tuesday,NH,H,HHW,2012,October
Mount Road ATM,2012-10-30,119.0,63.0,401600.0,268400.0,Tuesday,NH,H,HHW,2012,October
Airport ATM,2012-10-31,62.0,53.0,327500.0,295000.0,Wednesday,NH,H,HHW,2012,October
Big Street ATM,2012-10-31,80.0,29.0,231300.0,65200.0,Wednesday,NH,H,HHW,2012,October
Christ College ATM,2012-10-31,59.0,21.0,321000.0,141300.0,Wednesday,NH,H,HHW,2012,October
KK Nagar ATM,2012-10-31,165.0,131.0,803600.0,634400.0,Wednesday,NH,H,HHW,2012,October
Mount Road ATM,2012-10-31,146.0,67.0,495000.0,250200.0,Wednesday,NH,H,HHW,2012,October
Airport ATM,2012-11-01,119.0,96.0,530900.0,459400.0,Thursday,NH,H,HHW,2012,November
Big Street ATM,2012-11-01,56.0,33.0,200200.0,136100.0,Thursday,NH,H,HHW,2012,November
Christ College ATM,2012-11-01,102.0,54.0,412400.0,219700.0,Thursday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-01,187.0,129.0,849500.0,629300.0,Thursday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-01,178.0,70.0,522100.0,258600.0,Thursday,NH,H,HHW,2012,November
Airport ATM,2012-11-02,114.0,86.0,616600.0,473200.0,Friday,NH,H,WHH,2012,November
Big Street ATM,2012-11-02,52.0,27.0,261200.0,156600.0,Friday,NH,H,WHH,2012,November
Christ College ATM,2012-11-02,101.0,53.0,482100.0,339600.0,Friday,NH,H,WHH,2012,November
KK Nagar ATM,2012-11-02,151.0,119.0,590200.0,499300.0,Friday,NH,H,WHH,2012,November
Mount Road ATM,2012-11-02,167.0,81.0,534500.0,350900.0,Friday,NH,H,WHH,2012,November
Airport ATM,2012-11-03,69.0,48.0,265200.0,230900.0,Saturday,NH,H,HHW,2012,November
Big Street ATM,2012-11-03,28.0,11.0,106400.0,73300.0,Saturday,NH,H,HHW,2012,November
Christ College ATM,2012-11-03,62.0,25.0,235000.0,96600.0,Saturday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-03,94.0,43.0,302700.0,128900.0,Saturday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-03,126.0,31.0,190500.0,72400.0,Saturday,NH,H,HHW,2012,November
Airport ATM,2012-11-04,123.0,107.0,616200.0,564900.0,Sunday,NH,H,HHW,2012,November
Big Street ATM,2012-11-04,48.0,27.0,257600.0,149700.0,Sunday,NH,H,HHW,2012,November
Christ College ATM,2012-11-04,72.0,52.0,412400.0,332800.0,Sunday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-04,143.0,129.0,503800.0,464900.0,Sunday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-04,131.0,76.0,451600.0,294200.0,Sunday,NH,H,HHW,2012,November
Airport ATM,2012-11-05,108.0,75.0,467300.0,326700.0,Monday,NH,H,HHW,2012,November
Big Street ATM,2012-11-05,45.0,28.0,193300.0,129600.0,Monday,NH,H,HHW,2012,November
Christ College ATM,2012-11-05,70.0,55.0,310000.0,256200.0,Monday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-05,177.0,153.0,708600.0,629800.0,Monday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-05,111.0,69.0,423200.0,334100.0,Monday,NH,H,HHW,2012,November
Airport ATM,2012-11-06,143.0,83.0,522200.0,346900.0,Tuesday,NH,H,HHW,2012,November
Big Street ATM,2012-11-06,76.0,21.0,221200.0,79400.0,Tuesday,NH,H,HHW,2012,November
Christ College ATM,2012-11-06,42.0,27.0,95900.0,44900.0,Tuesday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-06,246.0,178.0,1052000.0,789100.0,Tuesday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-06,198.0,75.0,684800.0,316600.0,Tuesday,NH,H,HHW,2012,November
Airport ATM,2012-11-07,144.0,108.0,701800.0,613500.0,Wednesday,NH,H,HHW,2012,November
Big Street ATM,2012-11-07,51.0,14.0,182900.0,64400.0,Wednesday,NH,H,HHW,2012,November
Christ College ATM,2012-11-07,83.0,48.0,373500.0,248200.0,Wednesday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-07,189.0,155.0,658200.0,552800.0,Wednesday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-07,142.0,94.0,557100.0,451700.0,Wednesday,NH,H,HHW,2012,November
Airport ATM,2012-11-08,133.0,100.0,632000.0,486700.0,Thursday,NH,H,WHH,2012,November
Big Street ATM,2012-11-08,13.0,6.0,30300.0,10900.0,Thursday,NH,H,WHH,2012,November
Big Street ATM,2012-11-08,205.0,146.0,790752.0,581913.0,Thursday,NA,NA,NA,2012,November
Christ College ATM,2012-11-08,131.0,46.0,622200.0,245900.0,Thursday,NH,H,WHH,2012,November
Mount Road ATM,2012-11-08,218.0,88.0,709000.0,392300.0,Thursday,NH,H,WHH,2012,November
Airport ATM,2012-11-09,136.0,93.0,671500.0,527000.0,Friday,NH,H,HHW,2012,November
Big Street ATM,2012-11-09,64.0,20.0,202800.0,68200.0,Friday,NH,H,HHW,2012,November
Big Street ATM,2012-11-09,205.0,146.0,790752.0,581913.0,Friday,NA,NA,NA,2012,November
Christ College ATM,2012-11-09,131.0,40.0,654600.0,245700.0,Friday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-09,201.0,113.0,650300.0,479800.0,Friday,NH,H,HHW,2012,November
Airport ATM,2012-11-10,118.0,86.0,600000.0,483000.0,Saturday,NH,H,HHW,2012,November
Big Street ATM,2012-11-10,91.0,30.0,361400.0,183100.0,Saturday,NH,H,HHW,2012,November
Christ College ATM,2012-11-10,129.0,54.0,618400.0,332500.0,Saturday,NH,H,HHW,2012,November
KK Nagar ATM,2012-11-10,287.0,198.0,1215000.0,767000.0,Saturday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-10,207.0,104.0,752200.0,454200.0,Saturday,NH,H,HHW,2012,November
Airport ATM,2012-11-11,122.0,79.0,558600.0,398700.0,Sunday,NH,H,HHW,2012,November
Big Street ATM,2012-11-11,127.0,41.0,466800.0,215400.0,Sunday,NH,H,HHW,2012,November
Big Street ATM,2012-11-11,205.0,146.0,790752.0,581913.0,Sunday,NA,NA,NA,2012,November
Christ College ATM,2012-11-11,155.0,47.0,583700.0,203300.0,Sunday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-11,229.0,40.0,672500.0,192400.0,Sunday,NH,H,HHW,2012,November
Airport ATM,2012-11-12,100.0,81.0,507000.0,455000.0,Monday,NH,H,HHW,2012,November
Big Street ATM,2012-11-12,85.0,26.0,325300.0,139200.0,Monday,NH,H,HHW,2012,November
Big Street ATM,2012-11-12,205.0,146.0,790752.0,581913.0,Monday,NA,NA,NA,2012,November
Christ College ATM,2012-11-12,125.0,50.0,582500.0,253200.0,Monday,NH,H,HHW,2012,November
Mount Road ATM,2012-11-12,119.0,67.0,378600.0,271800.0,Monday,NH,H,HHW,2012,November
Airport ATM,2012-11-13,55.0,34.0,140700.0,98500.0,Tuesday,H,H,WHW,2012,November
Big Street ATM,2012-11-13,105.0,18.0,374200.0,104700.0,Tuesday,H,H,WHW,2012,November
Christ College ATM,2012-11-13,55.0,22.0,179800.0,88700.0,Tuesday,H,H,WHW,2012,November
KK Nagar ATM,2012-11-13,111.0,42.0,169800.0,66600.0,Tuesday,H,H,WHW,2012,November
Mount Road ATM,2012-11-13,86.0,29.0,283600.0,160200.0,Tuesday,H,H,WHW,2012,November
Airport ATM,2012-11-14,99.0,74.0,514100.0,439600.0,Wednesday,H,H,WHW,2012,November
Big Street ATM,2012-11-14,62.0,13.0,185500.0,48900.0,Wednesday,H,H,WHW,2012,November
Christ College ATM,2012-11-14,82.0,42.0,267100.0,130100.0,Wednesday,H,H,WHW,2012,November
KK Nagar ATM,2012-11-14,243.0,144.0,1017500.0,620800.0,Wednesday,H,H,WHW,2012,November
Mount Road ATM,2012-11-14,122.0,63.0,420500.0,260700.0,Wednesday,H,H,WHW,2012,November
Airport ATM,2012-11-15,109.0,82.0,502700.0,431000.0,Thursday,H,H,WHW,2012,November
Big Street ATM,2012-11-15,76.0,20.0,246100.0,116400.0,Thursday,H,H,WHW,2012,November
Christ College ATM,2012-11-15,106.0,53.0,515600.0,294300.0,Thursday,H,H,WHW,2012,November
KK Nagar ATM,2012-11-15,270.0,180.0,908700.0,625800.0,Thursday,H,H,WHW,2012,November
Mount Road ATM,2012-11-15,125.0,63.0,393700.0,225500.0,Thursday,H,H,WHW,2012,November
Airport ATM,2012-11-16,83.0,67.0,391400.0,349300.0,Friday,H,H,WHW,2012,November
Big Street ATM,2012-11-16,70.0,29.0,346900.0,220500.0,Friday,H,H,WHW,2012,November
Christ College ATM,2012-11-16,98.0,54.0,364600.0,196500.0,Friday,H,H,WHW,2012,November
KK Nagar ATM,2012-11-16,246.0,193.0,1065700.0,876200.0,Friday,H,H,WHW,2012,November
Mount Road ATM,2012-11-16,120.0,68.0,353700.0,226100.0,Friday,H,H,WHW,2012,November
Airport ATM,2012-11-17,102.0,76.0,420800.0,332300.0,Saturday,NH,H,WHH,2012,November
Big Street ATM,2012-11-17,55.0,19.0,232400.0,159000.0,Saturday,NH,H,WHH,2012,November
